year,state,name,lat,lon,duration_minutes,POPULATI_1,SQMI,POP20_SQMI,fips_city,closest_city,closest_distance,second_closest_city,second_closest_distance,distance_diff
2023,AZ,RED ROCK,36.601117,-109.064539,4.65,136,1.17,116.2,0459690,LUKACHUKAI,25.55136472887272,SANOSTEE,26.163672135495084,0.6123074066223637
2023,AZ,ROCK POINT,36.696848,-109.619491,4.316666666666666,552,14.18,38.899999999999906,0460880,ROUND ROCK,25.561281191288543,DENNEHOTSO,27.144070279206954,1.5827890879184103
2023,AZ,ROUGH ROCK,36.409489,-109.868403,3.1333333333333333,428,12.7899999999999,33.5,0461370,CHILCHINBITO,18.59337759024722,MANY FARMS,21.948139046379843,3.354761456132625
2023,AZ,ROUND ROCK,36.504256,-109.463156,4.166666666666667,640,14.35,44.6,0461440,LUKACHUKAI,23.634701111747017,MANY FARMS,23.782723962102462,0.1480228503554457
2023,AZ,ST. MICHAELS,35.660559,-109.096174,0.7166666666666667,1384,3.82,362.3,0462420,WINDOW ROCK,3.1913140937492614,TSE BONITO,8.20130352544185,5.009989431692588
2023,AZ,SAWMILL,35.886227,-109.158016,2.683333333333333,564,5.77,97.7,0464590,NAVAJO,11.486135278741125,FORT DEFIANCE,17.429809222542804,5.943673943801679
2023,AZ,SEHILI,36.280772,-109.185521,4.066666666666666,153,0.65,235.4,0465400,TSAILE,3.8233337893719215,LUKACHUKAI,14.942801453343167,11.119467663971246
2023,AZ,SHONTO,36.587043,-110.662477,0.43333333333333335,494,4.57,108.09999999999901,0466260,KAYENTA,38.67247245007562,NAVAJO MOUNTAIN,52.39148093362279,13.71900848354717
2023,AZ,TEEC NOS POS,36.933289,-109.064115,4.6,507,14.3,35.5,0472560,BECLABITO,12.32694085405452,RED MESA,27.488604982528067,15.161664128473546
2023,AZ,TSAILE,36.302418,-109.218666,4.066666666666666,1408,6,234.699999999999,0475660,SEHILI,3.8233337893719215,LUKACHUKAI,12.11533402915943,8.292000239787509
2023,AZ,WINDOW ROCK,35.670505,-109.063037,1.2666666666666666,2500,5.29,472.6,0483720,ST. MICHAELS,3.1913140937492614,TSE BONITO,5.714997139212338,2.5236830454630765
2023,CA,ALTURAS,41.489136,-120.551286,1.85,2715,2.85,952.6,0601444,DAPHNEDALE PARK,1.9893903874707342,CALIFORNIA PINES,12.66918054844809,10.679790160977355
2023,CA,CALIFORNIA PINES,41.413786,-120.66531,0.5,473,7.57,62.5,0609834,ALTURAS,12.66918054844809,DAPHNEDALE PARK,14.232649045413595,1.5634684969655055
2023,CA,CEDARVILLE,41.528683,-120.174433,3.033333333333333,437,5.45,80.2,0612328,LAKE CITY,13.561439130003693,EAGLEVILLE,23.84409824660299,10.282659116599296
2023,CA,DAPHNEDALE PARK,41.506864,-120.548069,1.9833333333333334,129,0.83,155.4,0617995,ALTURAS,1.9893903874707342,CALIFORNIA PINES,14.232649045413595,12.24325865794286
2023,CA,DORRIS,41.964965,-121.920387,0.85,860,0.72,1194.4,0619584,KENO,18.48780661528184,FALCON HEIGHTS,22.917918140522854,4.4301115252410135
2023,CA,EAGLEVILLE,41.318993,-120.114607,1.9,45,0.98,45.899999999999906,0620424,CEDARVILLE,23.84409824660299,LAKE CITY,37.37412097574908,13.53002272914609
2023,CA,FORT BIDWELL,41.863301,-120.159395,4.05,180,3.22,55.899999999999906,0625030,NEW PINE CREEK,18.088487831642038,NEW PINE CREEK,19.483650621373684,1.3951627897316463
2023,CA,LAKE CITY,41.645317,-120.222097,3.45,71,5.82,12.1999999999999,0639472,CEDARVILLE,13.561439130003693,FORT BIDWELL,24.79052907339156,11.229089943387867
2023,CA,NEWELL,41.888731,-121.360249,2.3666666666666667,301,2.41,124.9,0651042,TULELAKE,11.907168366240144,MALIN,14.450711034418191,2.5435426681780466
2023,CA,NEW PINE CREEK,41.98727,-120.300964,4.166666666666667,87,2.27,38.299999999999905,0651168,NEW PINE CREEK,1.5994865088072363,FORT BIDWELL,18.088487831642038,16.489001322834802
2023,CA,TULELAKE,41.95346,-121.474897,2.4833333333333334,902,0.41,2200,0680686,MALIN,8.565909211462408,NEWELL,11.907168366240144,3.3412591547777364
2023,CO,CORTEZ,37.349783,-108.576687,2.716666666666667,8766,6.27,1398.0999999999901,0817375,DOLORES,15.470108649239858,LEWIS,18.42854755856979,2.9584389093299315
2023,CO,DOLORES,37.474624,-108.499377,1.1666666666666667,885,0.66,1340.9,0820770,LEWIS,14.493634386293161,CORTEZ,15.470108649239858,0.9764742629466969
2023,CO,DOVE CREEK,37.766842,-108.907173,0.36666666666666664,635,0.57,1114,0821265,LEWIS,36.641931000958216,MONTICELLO,39.345702032236616,2.7037710312784
2023,CO,LEWIS,37.501715,-108.660059,2.0833333333333335,257,3.11,82.59999999999991,0844595,DOLORES,14.493634386293161,CORTEZ,18.42854755856979,3.9349131722766284
2023,CO,MANCOS,37.346641,-108.293841,1.2,1196,0.64,1868.7999999999902,0848115,DOLORES,23.066662553764438,CORTEZ,25.004893055942098,1.9382305021776602
2023,CO,MARVEL,37.111185,-108.126327,2.533333333333333,68,0.13,523.1,0848940,LA PLATA,24.781176397161722,CEDAR HILL,28.31928985500468,3.5381134578429574
2023,CO,TOWAOC,37.212599,-108.726461,3.65,1120,3.58,312.8,0878280,CORTEZ,20.206069419457844,LEWIS,32.67960736261632,12.47353794315848
2023,NV,BAKER,39.018669,-114.121004,3.966666666666667,41,0.91,45.1,3204100,ELY,70.22743888267864,MCGILL,70.82367699226387,0.5962381095852294
2023,NV,BATTLE MOUNTAIN,40.628371,-116.948553,4.333333333333333,3705,6.12,605.399999999999,3204900,VALMY,23.49760963458401,CRESCENT VALLEY,39.156264548400394,15.658654913816385
2023,NV,CARLIN,40.719013,-116.108045,4.5,2050,10.44,196.4,3208900,ELKO,31.561121278473777,SPRING CREEK,43.06448008095912,11.503358802485344
2023,NV,CRESCENT VALLEY,40.419777,-116.575315,4.3,512,2.23,229.599999999999,3216300,BATTLE MOUNTAIN,39.156264548400394,CARLIN,51.622366678958024,12.46610213055763
2023,NV,DENIO,41.988859,-118.637483,4.333333333333333,34,0.46,73.9,3218500,MCDERMITT,75.7617734195147,FORT MCDERMITT,82.54113383700425,6.779360417489556
2023,NV,ELKO,40.838111,-115.767809,4.116666666666666,20564,17.85,1152,3222500,OSINO,14.544124807938179,SPRING CREEK,17.71063935998181,3.1665145520436297
2023,NV,ELY,39.264928,-114.870868,3.6333333333333333,3924,7.63,514.2999999999989,3223500,RUTH,10.382457060072936,MCGILL,17.225521170421455,6.84306411034852
2023,NV,EUREKA,39.5112,-115.965824,2.183333333333333,414,1.29,320.89999999999895,3223900,RUTH,87.72403805409034,ELY,98.00217130904701,10.278133254956671
2023,NV,FORT MCDERMITT,41.965509,-117.639454,3.3333333333333335,267,17.9699999999999,14.9,3225490,MCDERMITT,7.268270197960533,OROVADA,48.74464571130743,41.476375513346895
2023,NV,GOLCONDA,40.952131,-117.499672,4.416666666666667,182,1.69,107.7,3228500,WINNEMUCCA,18.93691923588382,GRASS VALLEY,27.880100625244328,8.943181389360507
2023,NV,GRASS VALLEY,40.797081,-117.760261,4,991,34.5099999999999,28.6999999999999,3230220,WINNEMUCCA,18.849535976002482,GOLCONDA,27.880100625244328,9.030564649241846
2023,NV,HUMBOLDT RIVER RANCH,40.431795,-118.271874,1.1666666666666667,249,20.18,12.3,3234100,UNIONVILLE,12.700656805864744,IMLAY,27.382989248559415,14.68233244269467
2023,NV,IMLAY,40.658106,-118.144098,3.0166666666666666,210,1.18,178,3234700,UNIONVILLE,23.56865990333275,HUMBOLDT RIVER RANCH,27.382989248559415,3.814329345226664
2023,NV,LAMOILLE,40.723853,-115.478949,4.066666666666666,130,1.84,70.7,3239300,SPRING CREEK,10.281863309946285,ELKO,27.439930932063536,17.15806762211725
2023,NV,MCDERMITT,41.990328,-117.72079600000001,3.3833333333333333,124,1.57,79,3244000,FORT MCDERMITT,7.268270197960533,OROVADA,49.784885646951906,42.516615448991374
2023,NV,MCGILL,39.401982,-114.777511,4.066666666666666,1010,1.21,834.7,3244200,ELY,17.225521170421455,RUTH,22.807705536606846,5.582184366185391
2023,NV,OROVADA,41.549216,-117.823596,4.433333333333334,117,22.18,5.3,3253000,PARADISE VALLEY,24.132876424480905,FORT MCDERMITT,48.74464571130743,24.611769286826522
2023,NV,OSINO,40.940877,-115.660774,3.716666666666667,668,2.58,258.899999999999,3253200,ELKO,14.544124807938179,SPRING CREEK,22.512887985348193,7.968763177410015
2023,NV,PARADISE VALLEY,41.484384,-117.546976,4.366666666666666,71,3.43,20.6999999999999,3255400,OROVADA,24.132876424480905,FORT MCDERMITT,54.04642933123203,29.91355290675112
2023,NV,PRESTON,38.914945,-115.063674,0.3333333333333333,76,1.29,58.899999999999906,3258000,RUTH,41.00838254934635,ELY,42.324649897089095,1.3162673477427447
2023,NV,RUTH,39.279288,-114.990045,3.45,371,0.35,1060,3263800,ELY,10.382457060072936,MCGILL,22.807705536606846,12.42524847653391
2023,NV,SPRING CREEK,40.744057,-115.598029,4.133333333333334,14967,53.729999999999905,278.6,3268550,LAMOILLE,10.281863309946285,ELKO,17.71063935998181,7.428776050035523
2023,NV,UNIONVILLE,40.44675,-118.123093,1.7166666666666666,27,0.77,35.1,3276400,HUMBOLDT RIVER RANCH,12.700656805864744,IMLAY,23.56865990333275,10.868003097468007
2023,NV,VALMY,40.790802,-117.126876,4.433333333333334,26,0.22,118.2,3278200,BATTLE MOUNTAIN,23.49760963458401,GOLCONDA,36.11611810810047,12.618508473516464
2023,NV,WELLS,41.113155,-114.953537,0.5,1237,6.9,179.3,3283000,LAMOILLE,61.82899094167035,OSINO,62.342886092702415,0.5138951510320666
2023,NV,WINNEMUCCA,40.96444,-117.724594,4.316666666666666,8431,9.77999999999999,862.1,3284800,GRASS VALLEY,18.849535976002482,GOLCONDA,18.93691923588382,0.08738325988133866
2023,NM,ABEYTAS,34.465202,-106.813755,3.1333333333333333,45,1.23,36.6,3500240,LAS NUTRIAS,3.9705190621406836,VEGUITA,6.922896079098796,2.952377016958112
2023,NM,ACOMITA LAKE,35.068881,-107.614564,3.4166666666666665,339,4.04,83.9,3500765,SKYLINE-GANIPA,3.6458167995525526,SAN FIDEL,4.053516706671358,0.40769990711880544
2023,NM,ADELINO,34.70639,-106.731823,4.083333333333333,735,2.98,246.599999999999,3500940,TOME,3.6752958246696643,SAUSAL,3.8127511925355067,0.13745536786584234
2023,NM,AGUA FRIA,35.661557,-106.014788,2.8833333333333333,2913,2.42,1203.7,3501220,SANTA FE,2.9792523380961033,TRES ARROYOS,3.0420900127535107,0.0628376746574073
2023,NM,ALAMILLO,34.251883,-106.9158,0.3,124,1.2,103.299999999999,3501640,SAN ACACIA,1.2879997988214429,CHAMIZAL,3.739031699225257,2.451031900403814
2023,NM,ALBUQUERQUE,35.10478,-106.646809,4.733333333333333,564559,188.949999999999,2987.9,3502000,LOS RANCHOS DE ALBUQUERQUE,6.357993712449217,NORTH VALLEY,7.906332315271083,1.5483386028218655
2023,NM,ALGODONES,35.370711,-106.488878,4.55,720,7.41,97.2,3502210,SANTA ANA PUEBLO,3.157799139872579,PLACITAS,6.782623477779315,3.6248243379067357
2023,NM,ANGUSTURA,36.712792,-107.917248,3.6333333333333333,1407,4.85,290.1,3503680,BLOOMFIELD,6.085804143833624,TURLEY,11.461153010674385,5.375348866840762
2023,NM,ANTON CHICO,35.194869,-105.143897,2.15,161,1.79,89.9,3503890,LLANO DEL MEDIO,2.616659469839512,TECOLOTITO,4.34756434282501,1.7309048729854983
2023,NM,ANZAC VILLAGE,35.062402,-107.74138,3.066666666666667,67,0.98,68.4,3503970,MCCARTYS VILLAGE,7.0937357244250325,MOUNT TAYLOR,9.12651486105716,2.0327791366321275
2023,NM,ARROYO HONDO,35.610294,-105.944991,2.9,331,3.17,104.4,3505002,SETON VILLAGE,1.5602003515123446,CONEJO,2.0618047012875436,0.501604349775199
2023,NM,ARTESIA,32.852173,-104.42457,3.3833333333333333,12875,11.3599999999999,1133.4,3505220,MORNINGSIDE,2.749743191671112,ATOKA,8.74087100410894,5.991127812437828
2023,NM,ATOKA,32.777976,-104.393677,3.2,1153,6.79,169.8,3505430,ARTESIA,8.74087100410894,MORNINGSIDE,9.23753384369482,0.49666283958588053
2023,NM,AZTEC,36.815898,-107.970312,3.4,6201,17.1499999999999,361.6,3505780,CENTER POINT,6.26898290434867,NORTH LIGHT PLANT,7.97045266740744,1.7014697630587703
2023,NM,BARTON,35.065283,-106.256859,4.683333333333334,1282,9.16,140,3506220,SEDILLO,3.709978312090353,THUNDER MOUNTAIN,5.053935337696627,1.343957025606274
2023,NM,BECENTI,35.812278,-108.170855,4.35,294,0.94,312.8,3506340,CROWNPOINT,8.77887188360973,BORREGO PASS,30.68544656687327,21.906574683263543
2023,NM,BECLABITO,36.83347,-109.003821,4.65,265,7.53,35.2,3506425,TEEC NOS POS,12.32694085405452,RED ROCK,26.397257836848045,14.070316982793525
2023,NM,BELEN,34.766572,-106.808512,4.116666666666666,7360,18.98,387.8,3506480,LOS LUNAS,4.221557597431967,LOS CHAVES,5.682593137432567,1.4610355400006005
2023,NM,BERNALILLO,35.312363,-106.554104,4.65,8977,4.92,1824.5999999999901,3506970,SANTA ANA PUEBLO,5.661185492369889,PUEBLO OF SANDIA VILLAGE,6.688059350689406,1.026873858319517
2023,NM,BIBO,35.172546,-107.406978,4.133333333333334,121,4.2,28.8,3507145,PAGUATE,1.8843479580903768,SEBOYETA,3.6703502215802004,1.7860022634898236
2023,NM,BLACK HAT,35.631051,-108.964078,1.65,12,1.04,11.5,3507492,TSE BONITO,4.250048623123845,WINDOW ROCK,9.959751895798023,5.7097032726741785
2023,NM,BLANCO,36.76178,-107.770245,3.1,491,6.49,75.7,3507810,TURLEY,3.407254410243391,ANGUSTURA,14.186911727713175,10.779657317469784
2023,NM,BLOOMFIELD,36.743306,-107.973937,3.65,7421,18.59,399.19999999999897,3507880,ANGUSTURA,6.085804143833624,AZTEC,8.078328564033495,1.9925244201998709
2023,NM,BLUEWATER,35.324306,-108.205991,2.9,174,11.76,14.8,3508180,LAS TUSAS,9.196908760798612,STONERIDGE,9.634558215091618,0.4376494542930054
2023,NM,BLUEWATER VILLAGE,35.246698,-107.969468,3.216666666666667,464,3.56,130.3,3508190,GOLDEN ACRES,6.093529255047981,BROADVIEW,8.797916653741016,2.7043873986930347
2023,NM,BORREGO PASS,35.566444,-108.016484,4.116666666666666,117,13.23,8.8,3508493,RED ROCK RANCH,15.845079898323437,CROWNPOINT,22.496065541257845,6.650985642934408
2023,NM,BOSQUE FARMS,34.853577,-106.701049,4.366666666666666,4020,3.94,1020.2999999999901,3508580,PERALTA,3.125774461423572,CHICAL,3.382750671466309,0.25697621004273685
2023,NM,BRIMHALL NIZHONI,35.791711,-108.62968,3.7,286,16.3099999999999,17.5,3509035,TOHATCHI,12.404372801532801,NAKAIBITO,15.747938783209623,3.3435659816768215
2023,NM,BROADVIEW,35.225717,-107.876066,3.3666666666666667,339,3.75,90.4,3509202,MILAN,3.5420517628376658,GOLDEN ACRES,4.165323667139278,0.6232719043016122
2023,NM,CAÑADA DE LOS ALAMOS,35.592655,-105.859754,2.7333333333333334,421,3.68,114.4,3510470,SANTA FE FOOTHILLS,5.235401445621773,SUNLIT HILLS,5.5475064709803235,0.31210502535855067
2023,NM,CAÑON,35.671759,-106.752682,4.4,317,16.1099999999999,19.6999999999999,3510770,JEMEZ PUEBLO,7.478839979813791,PONDEROSA,9.056010396606398,1.5771704167926073
2023,NM,CAÑONCITO,35.535238,-105.838875,2.9,1003,9.91,101.2,3511256,VALENCIA,6.4441859374176085,CAÑADA DE LOS ALAMOS,6.657960089855093,0.21377415243748477
2023,NM,CAÑONES,36.176434,-106.419355,0.4166666666666667,85,4.14,20.5,3511310,YOUNGSVILLE,13.404088462893371,COYOTE,17.134874878160954,3.7307864152675823
2023,NM,CAPITAN,33.539248,-105.598242,2.7,1391,3.26,426.69999999999897,3511800,NOGAL,10.532314634864866,RUIDOSO DOWNS,23.136433226523593,12.604118591658727
2023,NM,CARLSBAD,32.40079,-104.241012,1.1166666666666667,32238,31.7899999999999,1014.1,3512150,LIVINGSTON WHEELER,3.725995725547958,HAPPY VALLEY,5.488801785646796,1.7628060600988382
2023,NM,CARNUEL,35.061172,-106.457172,4.75,1019,5.35,190.5,3512430,TIJERAS,7.754127631687758,CEDAR CREST,9.200922664191452,1.4467950325036947
2023,NM,CARRIZOZO,33.643341,-105.841132,2.183333333333333,972,8.35999999999999,116.299999999999,3512500,NOGAL,16.73229934426442,CAPITAN,25.300781834240986,8.568482489976567
2023,NM,CASA COLORADA,34.550932,-106.73987,3.6666666666666665,279,5.53,50.5,3512786,MADRONE,3.3133094566397117,VEGUITA,4.779507797609393,1.4661983409696817
2023,NM,CATALPA CANYON,35.494211,-108.720568,1.8166666666666667,161,7.04,22.8999999999999,3512844,GALLUP,3.0197523733227745,SUNDANCE,7.5427293712834045,4.52297699796063
2023,NM,CAUSEY,33.866663,-103.125226,1,68,3.75,18.1,3512850,DORA,20.760608842483155,BLEDSOE,29.353560376199777,8.592951533716622
2023,NM,CEDAR CREST,35.114724,-106.380083,4.716666666666667,933,3.13,298.1,3513200,TIJERAS,3.18268211515163,SAN ANTONITO,5.604950543909085,2.4222684287574556
2023,NM,CEDAR GROVE,35.177201,-106.166914,4.533333333333333,549,12.7799999999999,43,3513270,SAN PEDRO,5.874609656147888,EDGEWOOD,7.032994906402618,1.1583852502547298
2023,NM,CEDAR HILL,36.946037,-107.883474,2.5833333333333335,1130,9.69999999999999,116.5,3513340,CENTER POINT,10.51230511088158,NORTH LIGHT PLANT,15.948826989358592,5.436521878477011
2023,NM,CEDRO,35.018055,-106.35083,4.733333333333333,416,5.39,77.2,3513450,PONDEROSA PINE,5.342308905146003,TIJERAS,7.957423054922743,2.6151141497767405
2023,NM,CENTER POINT,36.870997,-107.95539,3.15,2435,9.59,253.9,3513540,AZTEC,6.26898290434867,NORTH LIGHT PLANT,6.9310775686722845,0.6620946643236145
2023,NM,CHAMIZAL,34.218262,-106.915108,0.5,51,0.44,115.9,3514200,POLVADERA,1.814166077204264,ALAMILLO,3.739031699225257,1.924865622020993
2023,NM,CHICAL,34.865786,-106.667091,4.433333333333334,124,0.81,153.099999999999,3514670,BOSQUE FARMS,3.382750671466309,PERALTA,4.505909225261387,1.1231585537950783
2023,NM,CHILILI,34.897374,-106.233133,4.75,126,0.99,127.299999999999,3514880,MANZANO SPRINGS,7.114846444215413,PONDEROSA PINE,12.690964301930071,5.576117857714658
2023,NM,CHUPADERO,35.8144,-105.919743,0.95,349,1.81,192.8,3515300,RIO EN MEDIO,1.907510761109936,ENCANTADO,2.464290751675063,0.5567799905651272
2023,NM,CHURCH ROCK,35.569203,-108.573042,2.95,1542,18.34,84.09999999999991,3515370,WHITE CLIFFS,8.556215665281593,SUNDANCE,8.883751980818783,0.32753631553718954
2023,NM,COCHITI,35.610354,-106.350143,3.9,479,0.78,614.1,3516560,COCHITI LAKE,4.224016206929723,PEÑA BLANCA,4.683248489193354,0.4592322822636312
2023,NM,COCHITI LAKE,35.647835,-106.342537,3.783333333333333,438,1.24,353.19999999999897,3516585,COCHITI,4.224016206929723,PEÑA BLANCA,8.606017026010507,4.382000819080784
2023,NM,CONEJO,35.62871,-105.942334,2.816666666666667,440,1.9,231.599999999999,3517295,ARROYO HONDO,2.0618047012875436,SETON VILLAGE,3.3104936312404947,1.248688929952951
2023,NM,CONTINENTAL DIVIDE,35.432904,-108.33582,3,187,2.43,77,3517330,JAMESTOWN,10.230657161095698,THOREAU,12.341650227384276,2.1109930662885787
2023,NM,CORONA,34.250106,-105.596979,4.616666666666666,129,1.03,125.2,3517680,DURAN,30.948024767202682,ENCINO,46.43718036431253,15.48915559710985
2023,NM,CORRALES,35.239575,-106.627061,4.716666666666667,8493,10.9499999999999,775.6,3517960,EDITH ENCLAVE,4.895042368635871,PUEBLO OF SANDIA VILLAGE,5.36582160790945,0.470779239273579
2023,NM,COYOTE,36.150899,-106.607588,2.433333333333333,110,4.16,26.3999999999999,3518660,YOUNGSVILLE,6.111405055478601,CAÑONES,17.134874878160954,11.023469822682353
2023,NM,CRESTVIEW,35.487784,-108.857396,0.5,279,1.3,214.599999999999,3518770,WILLIAMS ACRES,1.5277584245365492,PURTY ROCK,3.444865986414409,1.9171075618778597
2023,NM,CROUCH MESA,36.74804,-108.085278,3.85,5257,20.67,254.3,3518905,SOUTH RIVER,4.879173001761468,LEE ACRES,5.255721220455103,0.3765482186936353
2023,NM,CROWNPOINT,35.734328,-108.155415,4.233333333333333,2900,67.51,43,3518940,BECENTI,8.77887188360973,BORREGO PASS,22.496065541257845,13.717193657648115
2023,NM,CRYSTAL,36.030009,-108.989215,3.7666666666666666,302,4.57,66.09999999999991,3519080,NAVAJO,14.701297147808845,SAWMILL,22.055474006249398,7.354176858440553
2023,NM,CUBA,36.014583,-106.968011,3.9166666666666665,628,3.26,192.599999999999,3519150,LA JARA,10.378061818568165,REGINA,20.14523372757291,9.767171909004746
2023,NM,CUBERO,35.090454,-107.5261,3.716666666666667,281,9.57,29.3999999999999,3519220,NORTH ACOMITA VILLAGE,4.3653887284927535,SEAMA,4.577124003765004,0.21173527527225033
2023,NM,CUYAMUNGUE,35.864784,-106.009623,1.1166666666666667,534,1.17,456.39999999999895,3519640,CUYAMUNGUE GRANT,2.4363230764708024,POJOAQUE,3.493920291928604,1.0575972154578017
2023,NM,CUYAMUNGUE GRANT,35.846423,-105.994872,1.2833333333333334,184,2.55,72.2,3519645,CUYAMUNGUE,2.4363230764708024,TESUQUE PUEBLO,4.520732247713865,2.084409171243063
2023,NM,DEER CANYON,34.423568,-106.284041,4.133333333333334,74,8,9.3,3520015,MOUNTAINAIR,11.603280453274358,PUNTA DE AGUA,19.808750272923852,8.205469819649494
2023,NM,DEXTER,33.194827,-104.368898,4.366666666666666,1074,0.79,1359.5,3520620,HAGERMAN,9.434120597388057,MIDWAY,13.72083450035956,4.286713902971503
2023,NM,DORA,33.925866,-103.33855,1.6166666666666667,117,2.64,44.299999999999905,3521180,CAUSEY,20.760608842483155,ELIDA,29.11424639461807,8.353637552134916
2023,NM,DURAN,34.463621,-105.380715,4.7,44,4.69,9.4,3521810,ENCINO,22.109016808518284,VAUGHN,22.182578656524154,0.07356184800586973
2023,NM,EAST PECOS,35.576552,-105.649963,1.8,660,3.6,183.3,3522230,PECOS,2.5741885755051657,ROWE,9.578851049966785,7.004662474461619
2023,NM,EDGEWOOD,35.131319,-106.220161,4.616666666666666,6174,56.81,108.7,3522380,THUNDER MOUNTAIN,3.3123945737151885,CEDAR GROVE,7.032994906402618,3.7206003326874297
2023,NM,EL CERRO,34.780465,-106.69571,4.25,2946,4.25,693.2,3522580,EL CERRO MISSION,4.839964011763645,MONTEREY PARK,5.084793804920373,0.24482979315672804
2023,NM,EL CERRO MISSION,34.768734,-106.64468,4.3,4566,5.88,776.5,3522582,MONTEREY PARK,2.1078132258561615,LAS MARAVILLAS,4.198770685301719,2.0909574594455576
2023,NM,ELDORADO AT SANTA FE,35.527245,-105.93397,3.2333333333333334,6005,20.78,289,3522625,LAMY,6.3400543056832,SUNLIT HILLS,7.702843536305802,1.3627892306226022
2023,NM,EL DUENDE,36.068438,-106.130136,0.3333333333333333,573,1.48,387.19999999999897,3522650,SANTA CLARA PUEBLO,11.149889186103518,SOMBRILLO,13.004259716512305,1.8543705304087865
2023,NM,ELIDA,33.946904,-103.653118,3.0833333333333335,166,1.02,162.699999999999,3523000,DORA,29.11424639461807,FLOYD,32.11677984231007,3.0025334476920023
2023,NM,EL RANCHO,35.892761,-106.085633,1.5333333333333334,1120,2.1,533.2999999999989,3523840,JACONITA,2.34710966471882,SAN ILDEFONSO PUEBLO,3.9552323307680526,1.6081226660492325
2023,NM,EL VALLE DE ARROYO SECO,35.952619,-106.025957,0.5,1431,5.13,278.899999999999,3524347,SOMBRILLO,3.177779596292815,LA MESILLA,3.631361223507007,0.4535816272141924
2023,NM,ENCANTADO,35.793367,-105.911133,1.1833333333333333,93,2.68,34.7,3524453,CHUPADERO,2.464290751675063,PEAK PLACE,2.9029258298647456,0.4386350781896824
2023,NM,ENCINAL,35.111199,-107.465131,3.9166666666666665,207,2.97,69.7,3524540,CUBERO,6.007104158040745,PARAJE,7.435282938143729,1.428178780102984
2023,NM,ENCINO,34.651828,-105.458577,4.583333333333333,51,1.99,25.6,3524610,DURAN,22.109016808518284,VAUGHN,23.046941476238644,0.9379246677203597
2023,NM,ESTANCIA,34.764273,-106.038558,4.75,1242,6.22,199.699999999999,3525380,MCINTOSH,13.178369086656842,WILLARD,18.844503903161094,5.666134816504252
2023,NM,EUNICE,32.436147,-103.149043,4.616666666666666,3056,4.1,745.399999999999,3525450,NADINE,19.86069789366508,MONUMENT,24.14175720561728,4.281059311952202
2023,NM,FARMINGTON,36.753833,-108.18053,4.016666666666667,46624,34.95,1334,3525800,TOTAH VISTA,5.319148422430947,CROUCH MESA,8.510832297241416,3.191683874810469
2023,NM,FLORA VISTA,36.803059,-108.090194,3.7,2048,5.05,405.5,3526360,SOUTH RIVER,3.464923183728643,SPENCERVILLE,3.892891932081368,0.427968748352725
2023,NM,FLOYD,34.228598,-103.576059,0.6666666666666666,86,3.05,28.1999999999999,3526570,ELIDA,32.11677984231007,DORA,40.14544058013464,8.028660737824566
2023,NM,FORT SUMNER,34.486944,-104.217668,2.4833333333333334,889,3.35,265.399999999999,3527340,LAKE SUMNER,22.726274090406385,PUERTO DE LUNA,53.11799042640652,30.391716336000137
